source_index,id_sorteo,fecha_sorteo,weekday_idx,number,freq,gap,freq_norm,gap_cap,draw_sum_mains,draw_even_mains,draw_sum_stars,draw_even_stars,is_current_star,label_next_appears
746,890702092,2014-11-18,1,6,136,7,0.18206157965194109,7,96,3,15,1,0,0
746,890702092,2014-11-18,1,7,152,2,0.2034805890227577,2,96,3,15,1,0,0
746,890702092,2014-11-18,1,8,151,1,0.20214190093708165,1,96,3,15,1,0,0
746,890702092,2014-11-18,1,9,152,5,0.2034805890227577,5,96,3,15,1,0,0
746,890702092,2014-11-18,1,10,74,3,0.09906291834002677,3,96,3,15,1,0,1
746,890702092,2014-11-18,1,11,68,2,0.09103078982597054,2,96,3,15,1,1,0
746,890702092,2014-11-18,1,12,0,-1,0.0,-1,96,3,15,1,0,0
747,891002093,2014-11-21,4,1,151,4,0.2018716577540107,4,108,3,15,1,0,1
747,891002093,2014-11-21,4,2,156,7,0.20855614973262032,7,108,3,15,1,0,0
747,891002093,2014-11-21,4,3,159,5,0.21256684491978609,5,108,3,15,1,0,0
747,891002093,2014-11-21,4,4,132,1,0.17647058823529413,1,108,3,15,1,0,0
747,891002093,2014-11-21,4,5,164,2,0.2192513368983957,2,108,3,15,1,1,0
747,891002093,2014-11-21,4,6,136,8,0.18181818181818182,8,108,3,15,1,0,1
747,891002093,2014-11-21,4,7,152,3,0.20320855614973263,3,108,3,15,1,0,0
747,891002093,2014-11-21,4,8,151,2,0.2018716577540107,2,108,3,15,1,0,0
747,891002093,2014-11-21,4,9,152,6,0.20320855614973263,6,108,3,15,1,0,0
747,891002093,2014-11-21,4,10,75,4,0.10026737967914438,4,108,3,15,1,1,0
747,891002093,2014-11-21,4,11,68,1,0.09090909090909091,1,108,3,15,1,0,0
747,891002093,2014-11-21,4,12,0,-1,0.0,-1,108,3,15,1,0,0
748,891402094,2014-11-25,1,1,152,5,0.20293724966622162,5,103,2,7,1,1,0
748,891402094,2014-11-25,1,2,156,8,0.2082777036048064,8,103,2,7,1,0,0
748,891402094,2014-11-25,1,3,159,6,0.21228304405874499,6,103,2,7,1,0,0
748,891402094,2014-11-25,1,4,132,2,0.17623497997329773,2,103,2,7,1,0,1
748,891402094,2014-11-25,1,5,164,1,0.21895861148197596,1,103,2,7,1,0,0
748,891402094,2014-11-25,1,6,137,9,0.1829105473965287,9,103,2,7,1,1,0
748,891402094,2014-11-25,1,7,152,4,0.20293724966622162,4,103,2,7,1,0,0
748,891402094,2014-11-25,1,8,151,3,0.20160213618157544,3,103,2,7,1,0,0
748,891402094,2014-11-25,1,9,152,7,0.20293724966622162,7,103,2,7,1,0,0
748,891402094,2014-11-25,1,10,75,1,0.10013351134846461,1,103,2,7,1,0,1
748,891402094,2014-11-25,1,11,68,2,0.09078771695594126,2,103,2,7,1,0,0
748,891402094,2014-11-25,1,12,0,-1,0.0,-1,103,2,7,1,0,0
749,891702095,2014-11-28,4,1,152,1,0.20266666666666666,1,95,2,14,2,0,1
749,891702095,2014-11-28,4,2,156,9,0.208,9,95,2,14,2,0,0
749,891702095,2014-11-28,4,3,159,7,0.212,7,95,2,14,2,0,0
749,891702095,2014-11-28,4,4,133,3,0.17733333333333334,3,95,2,14,2,1,0
749,891702095,2014-11-28,4,5,164,2,0.21866666666666668,2,95,2,14,2,0,0
749,891702095,2014-11-28,4,6,137,1,0.18266666666666667,1,95,2,14,2,0,0
749,891702095,2014-11-28,4,7,152,5,0.20266666666666666,5,95,2,14,2,0,0
749,891702095,2014-11-28,4,8,151,4,0.20133333333333334,4,95,2,14,2,0,0
749,891702095,2014-11-28,4,9,152,8,0.20266666666666666,8,95,2,14,2,0,1
749,891702095,2014-11-28,4,10,76,2,0.10133333333333333,2,95,2,14,2,1,0
749,891702095,2014-11-28,4,11,68,3,0.09066666666666667,3,95,2,14,2,0,0
749,891702095,2014-11-28,4,12,0,-1,0.0,-1,95,2,14,2,0,0
750,892102096,2014-12-02,1,1,153,2,0.20372836218375498,2,136,1,10,0,1,0
750,892102096,2014-12-02,1,2,156,10,0.20772303595206393,10,136,1,10,0,0,1
750,892102096,2014-12-02,1,3,159,8,0.21171770972037285,8,136,1,10,0,0,1
750,892102096,2014-12-02,1,4,133,1,0.17709720372836218,1,136,1,10,0,0,0
750,892102096,2014-12-02,1,5,164,3,0.21837549933422104,3,136,1,10,0,0,0
750,892102096,2014-12-02,1,6,137,2,0.18242343541944075,2,136,1,10,0,0,0
750,892102096,2014-12-02,1,7,152,6,0.20239680426098536,6,136,1,10,0,0,0
750,892102096,2014-12-02,1,8,151,5,0.2010652463382157,5,136,1,10,0,0,0
750,892102096,2014-12-02,1,9,153,9,0.20372836218375498,9,136,1,10,0,1,0
750,892102096,2014-12-02,1,10,76,1,0.10119840213049268,1,136,1,10,0,0,0
750,892102096,2014-12-02,1,11,68,4,0.09054593874833555,4,136,1,10,0,0,0
750,892102096,2014-12-02,1,12,0,-1,0.0,-1,136,1,10,0,0,0
751,892402097,2014-12-05,4,1,153,1,0.20345744680851063,1,145,2,5,1,0,0
751,892402097,2014-12-05,4,2,157,11,0.20877659574468085,11,145,2,5,1,1,0
751,892402097,2014-12-05,4,3,160,9,0.2127659574468085,9,145,2,5,1,1,0
751,892402097,2014-12-05,4,4,133,2,0.1768617021276596,2,145,2,5,1,0,1
751,892402097,2014-12-05,4,5,164,4,0.21808510638297873,4,145,2,5,1,0,0
751,892402097,2014-12-05,4,6,137,3,0.18218085106382978,3,145,2,5,1,0,0
751,892402097,2014-12-05,4,7,152,7,0.20212765957446807,7,145,2,5,1,0,0
751,892402097,2014-12-05,4,8,151,6,0.20079787234042554,6,145,2,5,1,0,0
751,892402097,2014-12-05,4,9,153,1,0.20345744680851063,1,145,2,5,1,0,0
751,892402097,2014-12-05,4,10,76,2,0.10106382978723404,2,145,2,5,1,0,0
751,892402097,2014-12-05,4,11,68,5,0.09042553191489362,5,145,2,5,1,0,1
751,892402097,2014-12-05,4,12,0,-1,0.0,-1,145,2,5,1,0,0
752,892802098,2014-12-09,1,1,153,2,0.20318725099601595,2,123,2,15,1,0,0
752,892802098,2014-12-09,1,2,157,1,0.20849933598937584,1,123,2,15,1,0,0
752,892802098,2014-12-09,1,3,160,1,0.21248339973439576,1,123,2,15,1,0,0
752,892802098,2014-12-09,1,4,134,3,0.17795484727755645,3,123,2,15,1,1,1
752,892802098,2014-12-09,1,5,164,5,0.21779548472775564,5,123,2,15,1,0,0
752,892802098,2014-12-09,1,6,137,4,0.18193891102257637,4,123,2,15,1,0,1
752,892802098,2014-12-09,1,7,152,8,0.20185922974767595,8,123,2,15,1,0,0
752,892802098,2014-12-09,1,8,151,7,0.20053120849933598,7,123,2,15,1,0,0
752,892802098,2014-12-09,1,9,153,2,0.20318725099601595,2,123,2,15,1,0,0
752,892802098,2014-12-09,1,10,76,3,0.10092961487383798,3,123,2,15,1,0,0
752,892802098,2014-12-09,1,11,69,6,0.09163346613545817,6,123,2,15,1,1,0
752,892802098,2014-12-09,1,12,0,-1,0.0,-1,123,2,15,1,0,0
753,893102099,2014-12-12,4,1,153,3,0.20291777188328913,3,113,2,10,2,0,0
753,893102099,2014-12-12,4,2,157,2,0.20822281167108753,2,113,2,10,2,0,0
753,893102099,2014-12-12,4,3,160,2,0.21220159151193635,2,113,2,10,2,0,0
753,893102099,2014-12-12,4,4,135,1,0.17904509283819628,1,113,2,10,2,1,0
753,893102099,2014-12-12,4,5,164,6,0.21750663129973474,6,113,2,10,2,0,1
753,893102099,2014-12-12,4,6,138,5,0.1830238726790451,5,113,2,10,2,1,0
753,893102099,2014-12-12,4,7,152,9,0.20159151193633953,9,113,2,10,2,0,0
753,893102099,2014-12-12,4,8,151,8,0.2002652519893899,8,113,2,10,2,0,1
753,893102099,2014-12-12,4,9,153,3,0.20291777188328913,3,113,2,10,2,0,0
753,893102099,2014-12-12,4,10,76,4,0.10079575596816977,4,113,2,10,2,0,0
753,893102099,2014-12-12,4,11,69,1,0.09151193633952255,1,113,2,10,2,0,0
753,893102099,2014-12-12,4,12,0,-1,0.0,-1,113,2,10,2,0,0
754,893502100,2014-12-16,1,1,153,4,0.20264900662251656,4,60,1,13,1,0,0
754,893502100,2014-12-16,1,2,157,3,0.20794701986754968,3,60,1,13,1,0,0
754,893502100,2014-12-16,1,3,160,3,0.2119205298013245,3,60,1,13,1,0,0
754,893502100,2014-12-16,1,4,135,1,0.17880794701986755,1,60,1,13,1,0,0
754,893502100,2014-12-16,1,5,165,7,0.2185430463576159,7,60,1,13,1,1,1
754,893502100,2014-12-16,1,6,138,1,0.1827814569536424,1,60,1,13,1,0,0
754,893502100,2014-12-16,1,7,152,10,0.20132450331125828,10,60,1,13,1,0,0
754,893502100,2014-12-16,1,8,152,9,0.20132450331125828,9,60,1,13,1,1,1
754,893502100,2014-12-16,1,9,153,4,0.20264900662251656,4,60,1,13,1,0,0
754,893502100,2014-12-16,1,10,76,5,0.10066225165562914,5,60,1,13,1,0,0
754,893502100,2014-12-16,1,11,69,2,0.0913907284768212,2,60,1,13,1,0,0
754,893502100,2014-12-16,1,12,0,-1,0.0,-1,60,1,13,1,0,0
755,893802101,2014-12-19,4,1,153,5,0.20238095238095238,5,166,1,13,1,0,0
755,893802101,2014-12-19,4,2,157,4,0.20767195767195767,4,166,1,13,1,0,1
755,893802101,2014-12-19,4,3,160,4,0.21164021164021163,4,166,1,13,1,0,0
755,893802101,2014-12-19,4,4,135,2,0.17857142857142858,2,166,1,13,1,0,0
755,893802101,2014-12-19,4,5,166,1,0.21957671957671956,1,166,1,13,1,1,0
755,893802101,2014-12-19,4,6,138,2,0.18253968253968253,2,166,1,13,1,0,0
755,893802101,2014-12-19,4,7,152,11,0.20105820105820105,11,166,1,13,1,0,0
755,893802101,2014-12-19,4,8,153,1,0.20238095238095238,1,166,1,13,1,1,0
755,893802101,2014-12-19,4,9,153,5,0.20238095238095238,5,166,1,13,1,0,0
755,893802101,2014-12-19,4,10,76,6,0.10052910052910052,6,166,1,13,1,0,1
755,893802101,2014-12-19,4,11,69,3,0.09126984126984126,3,166,1,13,1,0,0
755,893802101,2014-12-19,4,12,0,-1,0.0,-1,166,1,13,1,0,0
756,894202102,2014-12-23,1,1,153,6,0.202113606340819,6,110,1,12,2,0,0
756,894202102,2014-12-23,1,2,158,5,0.20871862615587847,5,110,1,12,2,1,1
756,894202102,2014-12-23,1,3,160,5,0.21136063408190225,5,110,1,12,2,0,1
756,894202102,2014-12-23,1,4,135,3,0.178335535006605,3,110,1,12,2,0,0
756,894202102,2014-12-23,1,5,166,1,0.2192866578599736,1,110,1,12,2,0,0
756,894202102,2014-12-23,1,6,138,3,0.18229854689564068,3,110,1,12,2,0,0
756,894202102,2014-12-23,1,7,152,12,0.20079260237780713,12,110,1,12,2,0,0
756,894202102,2014-12-23,1,8,153,1,0.202113606340819,1,110,1,12,2,0,0
756,894202102,2014-12-23,1,9,153,6,0.202113606340819,6,110,1,12,2,0,0
756,894202102,2014-12-23,1,10,77,7,0.10171730515191546,7,110,1,12,2,1,0
756,894202102,2014-12-23,1,11,69,4,0.09114927344782034,4,110,1,12,2,0,0
756,894202102,2014-12-23,1,12,0,-1,0.0,-1,110,1,12,2,0,0
757,894502103,2014-12-26,4,1,153,7,0.20184696569920843,7,164,1,5,1,0,0
757,894502103,2014-12-26,4,2,159,1,0.20976253298153033,1,164,1,5,1,1,0
757,894502103,2014-12-26,4,3,161,6,0.21240105540897097,6,164,1,5,1,1,0
757,894502103,2014-12-26,4,4,135,4,0.17810026385224276,4,164,1,5,1,0,0
757,894502103,2014-12-26,4,5,166,2,0.21899736147757257,2,164,1,5,1,0,0
757,894502103,2014-12-26,4,6,138,4,0.1820580474934037,4,164,1,5,1,0,0
757,894502103,2014-12-26,4,7,152,13,0.20052770448548812,13,164,1,5,1,0,0
757,894502103,2014-12-26,4,8,153,2,0.20184696569920843,2,164,1,5,1,0,1
757,894502103,2014-12-26,4,9,153,7,0.20184696569920843,7,164,1,5,1,0,0
757,894502103,2014-12-26,4,10,77,1,0.10158311345646438,1,164,1,5,1,0,0
757,894502103,2014-12-26,4,11,69,5,0.09102902374670185,5,164,1,5,1,0,1
757,894502103,2014-12-26,4,12,0,-1,0.0,-1,164,1,5,1,0,0
758,894902104,2014-12-30,1,1,153,8,0.2015810276679842,8,157,4,19,1,0,0
758,894902104,2014-12-30,1,2,159,1,0.20948616600790515,1,157,4,19,1,0,0
758,894902104,2014-12-30,1,3,161,1,0.21212121212121213,1,157,4,19,1,0,1
758,894902104,2014-12-30,1,4,135,5,0.17786561264822134,5,157,4,19,1,0,0
758,894902104,2014-12-30,1,5,166,3,0.21870882740447958,3,157,4,19,1,0,0
758,894902104,2014-12-30,1,6,138,5,0.18181818181818182,5,157,4,19,1,0,1
758,894902104,2014-12-30,1,7,152,14,0.2002635046113307,14,157,4,19,1,0,0
758,894902104,2014-12-30,1,8,154,3,0.2028985507246377,3,157,4,19,1,1,0
758,894902104,2014-12-30,1,9,153,8,0.2015810276679842,8,157,4,19,1,0,0
758,894902104,2014-12-30,1,10,77,2,0.10144927536231885,2,157,4,19,1,0,0
758,894902104,2014-12-30,1,11,70,6,0.0922266139657444,6,157,4,19,1,1,0
758,894902104,2014-12-30,1,12,0,-1,0.0,-1,157,4,19,1,0,0
759,895202001,2015-01-02,4,1,153,9,0.2013157894736842,9,148,3,9,1,0,0
759,895202001,2015-01-02,4,2,159,2,0.20921052631578949,2,148,3,9,1,0,0
759,895202001,2015-01-02,4,3,162,2,0.2131578947368421,2,148,3,9,1,1,1
759,895202001,2015-01-02,4,4,135,6,0.17763157894736842,6,148,3,9,1,0,1
759,895202001,2015-01-02,4,5,166,4,0.21842105263157896,4,148,3,9,1,0,0
759,895202001,2015-01-02,4,6,139,6,0.18289473684210528,6,148,3,9,1,1,0
759,895202001,2015-01-02,4,7,152,15,0.2,15,148,3,9,1,0,0
759,895202001,2015-01-02,4,8,154,1,0.2026315789473684,1,148,3,9,1,0,0
759,895202001,2015-01-02,4,9,153,9,0.2013157894736842,9,148,3,9,1,0,0
759,895202001,2015-01-02,4,10,77,3,0.1013157894736842,3,148,3,9,1,0,0
759,895202001,2015-01-02,4,11,70,1,0.09210526315789473,1,148,3,9,1,0,0
759,895202001,2015-01-02,4,12,0,-1,0.0,-1,148,3,9,1,0,0
760,895602002,2015-01-06,1,1,153,10,0.20105124835742444,10,151,4,7,1,0,1
760,895602002,2015-01-06,1,2,159,3,0.20893561103810776,3,151,4,7,1,0,0
760,895602002,2015-01-06,1,3,163,1,0.21419185282522996,1,151,4,7,1,1,0
760,895602002,2015-01-06,1,4,136,7,0.17871222076215507,7,151,4,7,1,1,0
760,895602002,2015-01-06,1,5,166,5,0.21813403416557162,5,151,4,7,1,0,0
760,895602002,2015-01-06,1,6,139,1,0.18265440210249673,1,151,4,7,1,0,0
760,895602002,2015-01-06,1,7,152,16,0.19973718791064388,16,151,4,7,1,0,0
760,895602002,2015-01-06,1,8,154,2,0.202365308804205,2,151,4,7,1,0,0
760,895602002,2015-01-06,1,9,153,10,0.20105124835742444,10,151,4,7,1,0,0
760,895602002,2015-01-06,1,10,77,4,0.1011826544021025,4,151,4,7,1,0,0
760,895602002,2015-01-06,1,11,70,2,0.09198423127463863,2,151,4,7,1,0,1
760,895602002,2015-01-06,1,12,0,-1,0.0,-1,151,4,7,1,0,0
761,895902003,2015-01-09,4,1,154,11,0.2020997375328084,11,128,3,12,0,1,0
761,895902003,2015-01-09,4,2,159,4,0.20866141732283464,4,128,3,12,0,0,0
761,895902003,2015-01-09,4,3,163,1,0.21391076115485563,1,128,3,12,0,0,0
761,895902003,2015-01-09,4,4,136,1,0.1784776902887139,1,128,3,12,0,0,0
761,895902003,2015-01-09,4,5,166,6,0.2178477690288714,6,128,3,12,0,0,0
761,895902003,2015-01-09,4,6,139,2,0.18241469816272965,2,128,3,12,0,0,0
761,895902003,2015-01-09,4,7,152,17,0.1994750656167979,17,128,3,12,0,0,0
761,895902003,2015-01-09,4,8,154,3,0.2020997375328084,3,128,3,12,0,0,0
761,895902003,2015-01-09,4,9,153,11,0.20078740157480315,11,128,3,12,0,0,1
761,895902003,2015-01-09,4,10,77,5,0.1010498687664042,5,128,3,12,0,0,1
761,895902003,2015-01-09,4,11,71,3,0.09317585301837271,3,128,3,12,0,1,0
761,895902003,2015-01-09,4,12,0,-1,0.0,-1,128,3,12,0,0,0
762,896302004,2015-01-13,1,1,154,1,0.2018348623853211,1,111,2,19,1,0,0
762,896302004,2015-01-13,1,2,159,5,0.20838794233289645,5,111,2,19,1,0,0
762,896302004,2015-01-13,1,3,163,2,0.21363040629095675,2,111,2,19,1,0,1
762,896302004,2015-01-13,1,4,136,2,0.1782437745740498,2,111,2,19,1,0,0
762,896302004,2015-01-13,1,5,166,7,0.21756225425950196,7,111,2,19,1,0,0
762,896302004,2015-01-13,1,6,139,3,0.182175622542595,3,111,2,19,1,0,1
762,896302004,2015-01-13,1,7,152,18,0.19921363040629095,18,111,2,19,1,0,0
762,896302004,2015-01-13,1,8,154,4,0.2018348623853211,4,111,2,19,1,0,0
762,896302004,2015-01-13,1,9,154,12,0.2018348623853211,12,111,2,19,1,1,0
762,896302004,2015-01-13,1,10,78,6,0.10222804718217562,6,111,2,19,1,1,0
762,896302004,2015-01-13,1,11,71,1,0.09305373525557012,1,111,2,19,1,0,0
762,896302004,2015-01-13,1,12,0,-1,0.0,-1,111,2,19,1,0,0
763,896602005,2015-01-16,4,1,154,2,0.20157068062827224,2,171,4,9,1,0,0
763,896602005,2015-01-16,4,2,159,6,0.2081151832460733,6,171,4,9,1,0,0
763,896602005,2015-01-16,4,3,164,3,0.21465968586387435,3,171,4,9,1,1,0
763,896602005,2015-01-16,4,4,136,3,0.17801047120418848,3,171,4,9,1,0,0
763,896602005,2015-01-16,4,5,166,8,0.21727748691099477,8,171,4,9,1,0,0
763,896602005,2015-01-16,4,6,140,4,0.18324607329842932,4,171,4,9,1,1,0
763,896602005,2015-01-16,4,7,152,19,0.19895287958115182,19,171,4,9,1,0,0
763,896602005,2015-01-16,4,8,154,5,0.20157068062827224,5,171,4,9,1,0,1
763,896602005,2015-01-16,4,9,154,1,0.20157068062827224,1,171,4,9,1,0,0
763,896602005,2015-01-16,4,10,78,1,0.10209424083769633,1,171,4,9,1,0,1
763,896602005,2015-01-16,4,11,71,2,0.09293193717277487,2,171,4,9,1,0,0
763,896602005,2015-01-16,4,12,0,-1,0.0,-1,171,4,9,1,0,0
764,897002006,2015-01-20,1,1,154,3,0.20130718954248367,3,180,1,18,2,0,1
764,897002006,2015-01-20,1,2,159,7,0.20784313725490197,7,180,1,18,2,0,0
764,897002006,2015-01-20,1,3,164,1,0.21437908496732025,1,180,1,18,2,0,0
764,897002006,2015-01-20,1,4,136,4,0.17777777777777778,4,180,1,18,2,0,0
764,897002006,2015-01-20,1,5,166,9,0.2169934640522876,9,180,1,18,2,0,0
764,897002006,2015-01-20,1,6,140,1,0.1830065359477124,1,180,1,18,2,0,0
764,897002006,2015-01-20,1,7,152,20,0.19869281045751633,20,180,1,18,2,0,0
764,897002006,2015-01-20,1,8,155,6,0.20261437908496732,6,180,1,18,2,1,1
764,897002006,2015-01-20,1,9,154,2,0.20130718954248367,2,180,1,18,2,0,0
764,897002006,2015-01-20,1,10,79,2,0.10326797385620914,2,180,1,18,2,1,0
764,897002006,2015-01-20,1,11,71,3,0.09281045751633987,3,180,1,18,2,0,0
764,897002006,2015-01-20,1,12,0,-1,0.0,-1,180,1,18,2,0,0
765,897302007,2015-01-23,4,1,155,4,0.20234986945169714,4,148,3,9,1,1,0
765,897302007,2015-01-23,4,2,159,8,0.20757180156657964,8,148,3,9,1,0,0
765,897302007,2015-01-23,4,3,164,2,0.21409921671018275,2,148,3,9,1,0,0
765,897302007,2015-01-23,4,4,136,5,0.17754569190600522,5,148,3,9,1,0,0
765,897302007,2015-01-23,4,5,166,10,0.21671018276762402,10,148,3,9,1,0,0
765,897302007,2015-01-23,4,6,140,2,0.18276762402088773,2,148,3,9,1,0,0
765,897302007,2015-01-23,4,7,152,21,0.19843342036553524,21,148,3,9,1,0,0
765,897302007,2015-01-23,4,8,156,1,0.20365535248041775,1,148,3,9,1,1,1
765,897302007,2015-01-23,4,9,154,3,0.2010443864229765,3,148,3,9,1,0,0
765,897302007,2015-01-23,4,10,79,1,0.1031331592689295,1,148,3,9,1,0,1
765,897302007,2015-01-23,4,11,71,4,0.0926892950391645,4,148,3,9,1,0,0
765,897302007,2015-01-23,4,12,0,-1,0.0,-1,148,3,9,1,0,0
766,897702008,2015-01-27,1,1,155,1,0.20208604954367665,1,119,2,18,2,0,0
766,897702008,2015-01-27,1,2,159,9,0.20730117340286833,9,119,2,18,2,0,0
766,897702008,2015-01-27,1,3,164,3,0.2138200782268579,3,119,2,18,2,0,1
766,897702008,2015-01-27,1,4,136,6,0.1773142112125163,6,119,2,18,2,0,0
766,897702008,2015-01-27,1,5,166,11,0.21642764015645372,11,119,2,18,2,0,0
766,897702008,2015-01-27,1,6,140,3,0.18252933507170796,3,119,2,18,2,0,0
766,897702008,2015-01-27,1,7,152,22,0.1981747066492829,22,119,2,18,2,0,0
766,897702008,2015-01-27,1,8,157,1,0.2046936114732725,1,119,2,18,2,1,1
766,897702008,2015-01-27,1,9,154,4,0.20078226857887874,4,119,2,18,2,0,0
766,897702008,2015-01-27,1,10,80,2,0.10430247718383312,2,119,2,18,2,1,0
766,897702008,2015-01-27,1,11,71,5,0.09256844850065189,5,119,2,18,2,0,0
766,897702008,2015-01-27,1,12,0,-1,0.0,-1,119,2,18,2,0,0
767,898002009,2015-01-30,4,1,155,2,0.20182291666666666,2,80,1,11,1,0,0
767,898002009,2015-01-30,4,2,159,10,0.20703125,10,80,1,11,1,0,0
767,898002009,2015-01-30,4,3,165,4,0.21484375,4,80,1,11,1,1,0
767,898002009,2015-01-30,4,4,136,7,0.17708333333333334,7,80,1,11,1,0,0
767,898002009,2015-01-30,4,5,166,12,0.21614583333333334,12,80,1,11,1,0,0
767,898002009,2015-01-30,4,6,140,4,0.18229166666666666,4,80,1,11,1,0,0
767,898002009,2015-01-30,4,7,152,23,0.19791666666666666,23,80,1,11,1,0,1
767,898002009,2015-01-30,4,8,158,1,0.20572916666666666,1,80,1,11,1,1,0
767,898002009,2015-01-30,4,9,154,5,0.20052083333333334,5,80,1,11,1,0,0
767,898002009,2015-01-30,4,10,80,1,0.10416666666666667,1,80,1,11,1,0,0
767,898002009,2015-01-30,4,11,71,6,0.09244791666666667,6,80,1,11,1,0,1
767,898002009,2015-01-30,4,12,0,-1,0.0,-1,80,1,11,1,0,0
768,898402010,2015-02-03,1,1,155,3,0.20156046814044212,3,175,2,18,0,0,0
768,898402010,2015-02-03,1,2,159,11,0.2067620286085826,11,175,2,18,0,0,0
768,898402010,2015-02-03,1,3,165,1,0.21456436931079323,1,175,2,18,0,0,0
768,898402010,2015-02-03,1,4,136,8,0.17685305591677503,8,175,2,18,0,0,0
768,898402010,2015-02-03,1,5,166,13,0.21586475942782835,13,175,2,18,0,0,0
768,898402010,2015-02-03,1,6,140,5,0.18205461638491546,5,175,2,18,0,0,0
768,898402010,2015-02-03,1,7,153,24,0.19895968790637192,24,175,2,18,0,1,1
768,898402010,2015-02-03,1,8,158,1,0.20546163849154747,1,175,2,18,0,0,1
768,898402010,2015-02-03,1,9,154,6,0.20026007802340703,6,175,2,18,0,0,0
768,898402010,2015-02-03,1,10,80,2,0.10403120936280884,2,175,2,18,0,0,0
768,898402010,2015-02-03,1,11,72,7,0.09362808842652796,7,175,2,18,0,1,0
768,898402010,2015-02-03,1,12,0,-1,0.0,-1,175,2,18,0,0,0
769,898702011,2015-02-06,4,1,155,4,0.2012987012987013,4,155,4,15,1,0,0
769,898702011,2015-02-06,4,2,159,12,0.2064935064935065,12,155,4,15,1,0,0
769,898702011,2015-02-06,4,3,165,2,0.21428571428571427,2,155,4,15,1,0,0
769,898702011,2015-02-06,4,4,136,9,0.17662337662337663,9,155,4,15,1,0,0
769,898702011,2015-02-06,4,5,166,14,0.21558441558441557,14,155,4,15,1,0,0
769,898702011,2015-02-06,4,6,140,6,0.18181818181818182,6,155,4,15,1,0,0
769,898702011,2015-02-06,4,7,154,1,0.2,1,155,4,15,1,1,0
769,898702011,2015-02-06,4,8,159,2,0.2064935064935065,2,155,4,15,1,1,0
769,898702011,2015-02-06,4,9,154,7,0.2,7,155,4,15,1,0,1
769,898702011,2015-02-06,4,10,80,3,0.1038961038961039,3,155,4,15,1,0,1
769,898702011,2015-02-06,4,11,72,1,0.09350649350649351,1,155,4,15,1,0,0
769,898702011,2015-02-06,4,12,0,-1,0.0,-1,155,4,15,1,0,0
770,899102012,2015-02-10,1,1,155,5,0.20103761348897536,5,125,2,19,1,0,0
770,899102012,2015-02-10,1,2,159,13,0.20622568093385213,13,125,2,19,1,0,0
770,899102012,2015-02-10,1,3,165,3,0.2140077821011673,3,125,2,19,1,0,1
770,899102012,2015-02-10,1,4,136,10,0.17639429312581065,10,125,2,19,1,0,0
770,899102012,2015-02-10,1,5,166,15,0.21530479896238652,15,125,2,19,1,0,0
770,899102012,2015-02-10,1,6,140,7,0.1815823605706874,7,125,2,19,1,0,0
770,899102012,2015-02-10,1,7,154,1,0.19974059662775617,1,125,2,19,1,0,0
770,899102012,2015-02-10,1,8,159,1,0.20622568093385213,1,125,2,19,1,0,0
770,899102012,2015-02-10,1,9,155,8,0.20103761348897536,8,125,2,19,1,1,0
770,899102012,2015-02-10,1,10,81,4,0.10505836575875487,4,125,2,19,1,1,0
770,899102012,2015-02-10,1,11,72,2,0.0933852140077821,2,125,2,19,1,0,1
770,899102012,2015-02-10,1,12,0,-1,0.0,-1,125,2,19,1,0,0
771,899402013,2015-02-13,4,1,155,6,0.20077720207253885,6,161,4,14,0,0,1
771,899402013,2015-02-13,4,2,159,14,0.20595854922279794,14,161,4,14,0,0,0
771,899402013,2015-02-13,4,3,166,4,0.21502590673575128,4,161,4,14,0,1,0
771,899402013,2015-02-13,4,4,136,11,0.17616580310880828,11,161,4,14,0,0,0
771,899402013,2015-02-13,4,5,166,16,0.21502590673575128,16,161,4,14,0,0,0
771,899402013,2015-02-13,4,6,140,8,0.18134715025906736,8,161,4,14,0,0,0
771,899402013,2015-02-13,4,7,154,2,0.19948186528497408,2,161,4,14,0,0,0
771,899402013,2015-02-13,4,8,159,2,0.20595854922279794,2,161,4,14,0,0,0
771,899402013,2015-02-13,4,9,155,1,0.20077720207253885,1,161,4,14,0,0,0
771,899402013,2015-02-13,4,10,81,1,0.10492227979274611,1,161,4,14,0,0,1
771,899402013,2015-02-13,4,11,73,3,0.09455958549222798,3,161,4,14,0,1,0
771,899402013,2015-02-13,4,12,0,-1,0.0,-1,161,4,14,0,0,0
772,899802014,2015-02-17,1,1,156,7,0.2018111254851229,7,98,3,11,1,1,0
772,899802014,2015-02-17,1,2,159,15,0.2056921086675291,15,98,3,11,1,0,0
772,899802014,2015-02-17,1,3,166,1,0.2147477360931436,1,98,3,11,1,0,0
772,899802014,2015-02-17,1,4,136,12,0.1759379042690815,12,98,3,11,1,0,1
772,899802014,2015-02-17,1,5,166,17,0.2147477360931436,17,98,3,11,1,0,0
772,899802014,2015-02-17,1,6,140,9,0.18111254851228978,9,98,3,11,1,0,0
772,899802014,2015-02-17,1,7,154,3,0.19922380336351875,3,98,3,11,1,0,1
772,899802014,2015-02-17,1,8,159,3,0.2056921086675291,3,98,3,11,1,0,0
772,899802014,2015-02-17,1,9,155,2,0.20051746442432083,2,98,3,11,1,0,0
772,899802014,2015-02-17,1,10,82,2,0.10608020698576973,2,98,3,11,1,1,0
772,899802014,2015-02-17,1,11,73,1,0.0944372574385511,1,98,3,11,1,0,0
